ID,datetime,passengers-in,passengers-out,station
1915824,2020/9/2 15:00,40,38,2i
1927328,2020/9/2 15:00,41,35,2j
1938815,2020/9/2 15:00,74,55,2k
1950328,2020/9/2 15:00,23,42,2l
1961784,2020/9/2 15:00,21,23,2m
1973231,2020/9/2 15:00,15,18,2n
1984653,2020/9/2 15:00,36,19,2o
1996027,2020/9/2 15:00,35,33,2p
2007518,2020/9/2 15:00,90,125,2q
2019055,2020/9/2 15:00,18,17,2r
2030495,2020/9/2 15:00,14,20,2s
2041934,2020/9/2 15:00,33,36,2t
2053512,2020/9/2 15:00,112,110,2u
2065050,2020/9/2 15:00,19,27,2v
2076557,2020/9/2 15:00,17,18,2w
2088084,2020/9/2 15:00,33,40,2x
1344515,2020/9/2 15:15,56,66,1a
1356101,2020/9/2 15:15,25,28,1b
1367790,2020/9/2 15:15,35,35,1c
1379525,2020/9/2 15:15,33,36,1d
1391461,2020/9/2 15:15,36,51,1e
1403316,2020/9/2 15:15,72,71,1f
1415102,2020/9/2 15:15,30,35,1g
1426749,2020/9/2 15:15,13,10,1h
1438465,2020/9/2 15:15,46,20,1i
1450231,2020/9/2 15:15,26,15,1j
1462190,2020/9/2 15:15,29,23,1k
1473911,2020/9/2 15:15,12,11,1l
1485601,2020/9/2 15:15,114,134,1m
1497255,2020/9/2 15:15,33,20,1n
1508762,2020/9/2 15:15,55,53,1o
1520370,2020/9/2 15:15,124,157,1p
1531983,2020/9/2 15:15,12,16,1q
1543850,2020/9/2 15:15,16,10,1r
1555556,2020/9/2 15:15,43,33,1s
1567415,2020/9/2 15:15,40,44,1t
1822659,2020/9/2 15:15,15,25,2a
1834046,2020/9/2 15:15,66,41,2b
1845631,2020/9/2 15:15,51,25,2c
1857179,2020/9/2 15:15,43,29,2d
1868894,2020/9/2 15:15,57,30,2e
1880640,2020/9/2 15:15,54,39,2f
1892357,2020/9/2 15:15,35,41,2g
1904157,2020/9/2 15:15,50,45,2h
1915825,2020/9/2 15:15,41,45,2i
1927329,2020/9/2 15:15,41,35,2j
1938816,2020/9/2 15:15,111,51,2k
1950329,2020/9/2 15:15,27,42,2l
1961785,2020/9/2 15:15,20,18,2m
1973232,2020/9/2 15:15,22,17,2n
1984654,2020/9/2 15:15,35,21,2o
1996028,2020/9/2 15:15,43,28,2p
2007519,2020/9/2 15:15,90,124,2q
2019056,2020/9/2 15:15,18,14,2r
2030496,2020/9/2 15:15,19,15,2s
2041935,2020/9/2 15:15,36,42,2t
2053513,2020/9/2 15:15,239,115,2u
2065051,2020/9/2 15:15,24,20,2v
2076558,2020/9/2 15:15,17,23,2w
2088085,2020/9/2 15:15,29,30,2x
1344516,2020/9/2 15:30,48,62,1a
1356102,2020/9/2 15:30,25,31,1b
1367791,2020/9/2 15:30,35,34,1c
1379526,2020/9/2 15:30,28,36,1d
1391462,2020/9/2 15:30,41,51,1e
1403317,2020/9/2 15:30,78,72,1f
1415103,2020/9/2 15:30,30,31,1g
1426750,2020/9/2 15:30,14,9,1h
1438466,2020/9/2 15:30,47,24,1i
1450232,2020/9/2 15:30,23,17,1j
1462191,2020/9/2 15:30,26,21,1k
1473912,2020/9/2 15:30,13,7,1l
1485602,2020/9/2 15:30,133,156,1m
1497256,2020/9/2 15:30,49,74,1n
1508763,2020/9/2 15:30,113,42,1o
1520371,2020/9/2 15:30,48,84,1p
1531984,2020/9/2 15:30,16,15,1q
1543851,2020/9/2 15:30,12,12,1r
1555557,2020/9/2 15:30,40,25,1s
1567416,2020/9/2 15:30,54,53,1t
1822660,2020/9/2 15:30,20,27,2a
1834047,2020/9/2 15:30,68,42,2b
1845632,2020/9/2 15:30,54,22,2c
1857180,2020/9/2 15:30,56,25,2d
1868895,2020/9/2 15:30,40,36,2e
1880641,2020/9/2 15:30,43,48,2f
1892358,2020/9/2 15:30,37,32,2g
1904158,2020/9/2 15:30,40,42,2h
1915826,2020/9/2 15:30,38,41,2i
1927330,2020/9/2 15:30,36,25,2j
1938817,2020/9/2 15:30,124,45,2k
1950330,2020/9/2 15:30,23,37,2l
1961786,2020/9/2 15:30,28,20,2m
1973233,2020/9/2 15:30,16,19,2n
1984655,2020/9/2 15:30,33,18,2o
1996029,2020/9/2 15:30,33,31,2p
2007520,2020/9/2 15:30,108,115,2q
2019057,2020/9/2 15:30,13,15,2r
2030497,2020/9/2 15:30,19,20,2s
2041936,2020/9/2 15:30,38,33,2t
2053514,2020/9/2 15:30,164,103,2u
2065052,2020/9/2 15:30,22,26,2v
2076559,2020/9/2 15:30,17,22,2w
2088086,2020/9/2 15:30,33,37,2x
1344517,2020/9/2 15:45,53,66,1a
1356103,2020/9/2 15:45,24,33,1b
1367792,2020/9/2 15:45,37,35,1c
1379527,2020/9/2 15:45,30,46,1d
1391463,2020/9/2 15:45,40,57,1e
1403318,2020/9/2 15:45,68,65,1f
1415104,2020/9/2 15:45,29,31,1g
1426751,2020/9/2 15:45,9,11,1h
1438467,2020/9/2 15:45,41,17,1i
1450233,2020/9/2 15:45,24,23,1j
1462192,2020/9/2 15:45,27,29,1k
1473913,2020/9/2 15:45,14,11,1l
1485603,2020/9/2 15:45,118,156,1m
1497257,2020/9/2 15:45,42,21,1n
1508764,2020/9/2 15:45,122,31,1o
1520372,2020/9/2 15:45,147,97,1p
1531985,2020/9/2 15:45,12,15,1q
1543852,2020/9/2 15:45,17,11,1r
1555558,2020/9/2 15:45,34,26,1s
1567417,2020/9/2 15:45,49,57,1t
1822661,2020/9/2 15:45,17,23,2a
1834048,2020/9/2 15:45,68,37,2b
1845633,2020/9/2 15:45,48,26,2c
1857181,2020/9/2 15:45,49,27,2d
1868896,2020/9/2 15:45,52,31,2e
1880642,2020/9/2 15:45,46,36,2f
1892359,2020/9/2 15:45,43,40,2g
1904159,2020/9/2 15:45,50,39,2h
1915827,2020/9/2 15:45,42,40,2i
1927331,2020/9/2 15:45,48,31,2j
1938818,2020/9/2 15:45,149,28,2k
1950331,2020/9/2 15:45,26,42,2l
1961787,2020/9/2 15:45,37,19,2m
1973234,2020/9/2 15:45,17,17,2n
1984656,2020/9/2 15:45,30,17,2o
1996030,2020/9/2 15:45,43,27,2p
2007521,2020/9/2 15:45,103,122,2q
2019058,2020/9/2 15:45,16,13,2r
2030498,2020/9/2 15:45,23,19,2s
2041937,2020/9/2 15:45,38,40,2t
2053515,2020/9/2 15:45,76,111,2u
2065053,2020/9/2 15:45,19,20,2v
2076560,2020/9/2 15:45,19,26,2w
2088087,2020/9/2 15:45,30,38,2x
1344518,2020/9/2 16:00,58,82,1a
1356104,2020/9/2 16:00,28,29,1b
1367793,2020/9/2 16:00,35,32,1c
1379528,2020/9/2 16:00,33,41,1d
1391464,2020/9/2 16:00,46,54,1e
1403319,2020/9/2 16:00,65,65,1f
1415105,2020/9/2 16:00,31,31,1g
1426752,2020/9/2 16:00,11,10,1h
1438468,2020/9/2 16:00,40,18,1i
1450234,2020/9/2 16:00,24,17,1j
1462193,2020/9/2 16:00,33,21,1k
1473914,2020/9/2 16:00,15,11,1l
1485604,2020/9/2 16:00,52,148,1m
1497258,2020/9/2 16:00,39,19,1n
1508765,2020/9/2 16:00,132,30,1o
1520373,2020/9/2 16:00,89,85,1p
1531986,2020/9/2 16:00,17,15,1q
1543853,2020/9/2 16:00,14,7,1r
1555559,2020/9/2 16:00,34,31,1s
1567418,2020/9/2 16:00,44,53,1t
1822662,2020/9/2 16:00,13,29,2a
1834049,2020/9/2 16:00,81,35,2b
1845634,2020/9/2 16:00,49,16,2c
1857182,2020/9/2 16:00,52,34,2d
1868897,2020/9/2 16:00,52,39,2e
1880643,2020/9/2 16:00,47,43,2f
1892360,2020/9/2 16:00,43,30,2g
1904160,2020/9/2 16:00,55,46,2h
1915828,2020/9/2 16:00,49,41,2i
1927332,2020/9/2 16:00,46,24,2j
1938819,2020/9/2 16:00,63,23,2k
1950332,2020/9/2 16:00,22,50,2l
1961788,2020/9/2 16:00,25,18,2m
1973235,2020/9/2 16:00,19,19,2n
1984657,2020/9/2 16:00,24,15,2o
1996031,2020/9/2 16:00,36,23,2p
2007522,2020/9/2 16:00,128,109,2q
2019059,2020/9/2 16:00,13,18,2r
2030499,2020/9/2 16:00,18,20,2s
2041938,2020/9/2 16:00,39,37,2t
2053516,2020/9/2 16:00,141,97,2u
2065054,2020/9/2 16:00,25,28,2v
2076561,2020/9/2 16:00,18,24,2w
2088088,2020/9/2 16:00,29,38,2x
1344519,2020/9/2 16:15,65,73,1a
1356105,2020/9/2 16:15,29,37,1b
1367794,2020/9/2 16:15,40,38,1c
1379529,2020/9/2 16:15,35,41,1d
1391465,2020/9/2 16:15,46,55,1e
1403320,2020/9/2 16:15,69,55,1f
1415106,2020/9/2 16:15,37,32,1g
1426753,2020/9/2 16:15,17,12,1h
1438469,2020/9/2 16:15,37,16,1i
1450235,2020/9/2 16:15,26,14,1j
1462194,2020/9/2 16:15,30,21,1k
1473915,2020/9/2 16:15,18,10,1l
1485605,2020/9/2 16:15,158,125,1m
1497259,2020/9/2 16:15,54,18,1n
1508766,2020/9/2 16:15,135,25,1o
1520374,2020/9/2 16:15,155,93,1p
1531987,2020/9/2 16:15,21,13,1q
1543854,2020/9/2 16:15,16,10,1r
1555560,2020/9/2 16:15,50,24,1s
1567419,2020/9/2 16:15,50,51,1t
1822663,2020/9/2 16:15,17,24,2a
1834050,2020/9/2 16:15,56,32,2b
1845635,2020/9/2 16:15,51,24,2c
1857183,2020/9/2 16:15,48,27,2d
1868898,2020/9/2 16:15,46,42,2e
1880644,2020/9/2 16:15,56,33,2f
1892361,2020/9/2 16:15,45,44,2g
1904161,2020/9/2 16:15,48,43,2h
1915829,2020/9/2 16:15,47,44,2i
1927333,2020/9/2 16:15,63,22,2j
1938820,2020/9/2 16:15,85,57,2k
1950333,2020/9/2 16:15,29,41,2l
1961789,2020/9/2 16:15,19,20,2m
1973236,2020/9/2 16:15,19,15,2n
1984658,2020/9/2 16:15,34,19,2o
1996032,2020/9/2 16:15,34,24,2p
2007523,2020/9/2 16:15,115,111,2q
2019060,2020/9/2 16:15,12,15,2r
2030500,2020/9/2 16:15,28,26,2s
2041939,2020/9/2 16:15,38,40,2t
2053517,2020/9/2 16:15,159,113,2u
2065055,2020/9/2 16:15,28,32,2v
2076562,2020/9/2 16:15,17,31,2w
2088089,2020/9/2 16:15,32,36,2x
1344520,2020/9/2 16:30,51,72,1a
1356106,2020/9/2 16:30,24,37,1b
1367795,2020/9/2 16:30,32,39,1c
1379530,2020/9/2 16:30,40,48,1d
1391466,2020/9/2 16:30,53,62,1e
1403321,2020/9/2 16:30,71,60,1f
1415107,2020/9/2 16:30,28,27,1g
1426754,2020/9/2 16:30,16,12,1h
1438470,2020/9/2 16:30,39,14,1i
1450236,2020/9/2 16:30,28,19,1j
1462195,2020/9/2 16:30,20,23,1k
1473916,2020/9/2 16:30,17,8,1l
1485606,2020/9/2 16:30,158,125,1m
1497260,2020/9/2 16:30,60,17,1n
1508767,2020/9/2 16:30,154,33,1o
1520375,2020/9/2 16:30,157,95,1p
1531988,2020/9/2 16:30,19,14,1q
1543855,2020/9/2 16:30,18,12,1r
1555561,2020/9/2 16:30,45,25,1s
1567420,2020/9/2 16:30,58,58,1t
1822664,2020/9/2 16:30,15,30,2a
1834051,2020/9/2 16:30,84,39,2b
1845636,2020/9/2 16:30,65,24,2c
1857184,2020/9/2 16:30,59,18,2d
1868899,2020/9/2 16:30,48,27,2e
1880645,2020/9/2 16:30,51,40,2f
1892362,2020/9/2 16:30,48,44,2g
1904162,2020/9/2 16:30,47,42,2h
1915830,2020/9/2 16:30,49,38,2i
1927334,2020/9/2 16:30,61,24,2j
1938821,2020/9/2 16:30,203,21,2k
1950334,2020/9/2 16:30,25,47,2l
1961790,2020/9/2 16:30,20,21,2m
1973237,2020/9/2 16:30,21,23,2n
1984659,2020/9/2 16:30,36,18,2o
1996033,2020/9/2 16:30,48,28,2p
2007524,2020/9/2 16:30,116,106,2q
2019061,2020/9/2 16:30,15,11,2r
2030501,2020/9/2 16:30,22,17,2s
2041940,2020/9/2 16:30,36,41,2t
2053518,2020/9/2 16:30,231,98,2u
2065056,2020/9/2 16:30,23,29,2v
2076563,2020/9/2 16:30,15,25,2w
2088090,2020/9/2 16:30,29,38,2x
1344521,2020/9/2 16:45,59,79,1a
1356107,2020/9/2 16:45,30,36,1b
1367796,2020/9/2 16:45,39,45,1c
1379531,2020/9/2 16:45,41,48,1d
1391467,2020/9/2 16:45,46,53,1e
1403322,2020/9/2 16:45,75,62,1f
1415108,2020/9/2 16:45,33,38,1g
1426755,2020/9/2 16:45,14,11,1h
1438471,2020/9/2 16:45,41,19,1i
1450237,2020/9/2 16:45,32,20,1j
1462196,2020/9/2 16:45,28,22,1k
1473917,2020/9/2 16:45,17,8,1l
1485607,2020/9/2 16:45,188,138,1m
1497261,2020/9/2 16:45,71,18,1n
1508768,2020/9/2 16:45,205,29,1o
1520376,2020/9/2 16:45,151,93,1p
1531989,2020/9/2 16:45,19,19,1q
1543856,2020/9/2 16:45,21,11,1r
1555562,2020/9/2 16:45,43,25,1s
1567421,2020/9/2 16:45,50,53,1t
1822665,2020/9/2 16:45,21,25,2a
1834052,2020/9/2 16:45,98,33,2b
1845637,2020/9/2 16:45,52,24,2c
1857185,2020/9/2 16:45,57,19,2d
1868900,2020/9/2 16:45,57,29,2e
1880646,2020/9/2 16:45,57,38,2f
1892363,2020/9/2 16:45,42,44,2g
1904163,2020/9/2 16:45,51,46,2h
1915831,2020/9/2 16:45,46,44,2i
1927335,2020/9/2 16:45,82,27,2j
1938822,2020/9/2 16:45,183,152,2k
1950335,2020/9/2 16:45,29,54,2l
1961791,2020/9/2 16:45,23,16,2m
1973238,2020/9/2 16:45,18,19,2n
1984660,2020/9/2 16:45,40,17,2o
1996034,2020/9/2 16:45,44,29,2p
2007525,2020/9/2 16:45,124,109,2q
2019062,2020/9/2 16:45,13,15,2r
2030502,2020/9/2 16:45,26,20,2s
2041941,2020/9/2 16:45,45,42,2t
2053519,2020/9/2 16:45,152,104,2u
2065057,2020/9/2 16:45,17,33,2v
2076564,2020/9/2 16:45,17,31,2w
2088091,2020/9/2 16:45,32,44,2x
1344522,2020/9/2 17:00,54,82,1a
1356108,2020/9/2 17:00,23,35,1b
1367797,2020/9/2 17:00,36,41,1c
1379532,2020/9/2 17:00,40,48,1d
1391468,2020/9/2 17:00,44,60,1e
1403323,2020/9/2 17:00,93,65,1f
1415109,2020/9/2 17:00,35,35,1g
1426756,2020/9/2 17:00,18,14,1h
1438472,2020/9/2 17:00,35,16,1i
1450238,2020/9/2 17:00,35,18,1j
1462197,2020/9/2 17:00,33,29,1k
1473918,2020/9/2 17:00,18,10,1l
1485608,2020/9/2 17:00,164,135,1m
1497262,2020/9/2 17:00,71,17,1n
1508769,2020/9/2 17:00,191,26,1o
1520377,2020/9/2 17:00,173,152,1p
1531990,2020/9/2 17:00,25,17,1q
1543857,2020/9/2 17:00,18,16,1r
1555563,2020/9/2 17:00,50,23,1s
1567422,2020/9/2 17:00,58,51,1t
1822666,2020/9/2 17:00,18,33,2a
1834053,2020/9/2 17:00,100,35,2b
1845638,2020/9/2 17:00,45,22,2c
1857186,2020/9/2 17:00,58,25,2d
1868901,2020/9/2 17:00,57,34,2e
1880647,2020/9/2 17:00,70,37,2f
1892364,2020/9/2 17:00,51,46,2g
1904164,2020/9/2 17:00,60,51,2h
1915832,2020/9/2 17:00,55,44,2i
1927336,2020/9/2 17:00,97,22,2j
1938823,2020/9/2 17:00,178,55,2k
1950336,2020/9/2 17:00,31,54,2l
1961792,2020/9/2 17:00,26,22,2m
1973239,2020/9/2 17:00,22,19,2n
1984661,2020/9/2 17:00,32,20,2o
1996035,2020/9/2 17:00,48,24,2p
2007526,2020/9/2 17:00,127,182,2q
2019063,2020/9/2 17:00,21,15,2r
2030503,2020/9/2 17:00,26,21,2s
2041942,2020/9/2 17:00,35,44,2t
2053520,2020/9/2 17:00,205,94,2u
2065058,2020/9/2 17:00,27,31,2v
2076565,2020/9/2 17:00,17,31,2w
2088092,2020/9/2 17:00,34,51,2x
1344523,2020/9/2 17:15,55,88,1a
1356109,2020/9/2 17:15,26,65,1b
1367798,2020/9/2 17:15,40,47,1c
1379533,2020/9/2 17:15,31,56,1d
1391469,2020/9/2 17:15,57,63,1e
1403324,2020/9/2 17:15,80,69,1f
1415110,2020/9/2 17:15,37,38,1g
1426757,2020/9/2 17:15,17,16,1h
1438473,2020/9/2 17:15,23,19,1i
1450239,2020/9/2 17:15,29,74,1j
1462198,2020/9/2 17:15,31,24,1k
1473919,2020/9/2 17:15,13,10,1l
1485609,2020/9/2 17:15,178,127,1m
1497263,2020/9/2 17:15,52,16,1n
1508770,2020/9/2 17:15,135,28,1o
1520378,2020/9/2 17:15,163,112,1p
1531991,2020/9/2 17:15,18,20,1q
1543858,2020/9/2 17:15,23,13,1r
1555564,2020/9/2 17:15,46,27,1s
1567423,2020/9/2 17:15,65,49,1t
1822667,2020/9/2 17:15,25,30,2a
1834054,2020/9/2 17:15,74,34,2b
1845639,2020/9/2 17:15,47,25,2c
1857187,2020/9/2 17:15,60,14,2d
1868902,2020/9/2 17:15,61,35,2e
1880648,2020/9/2 17:15,79,33,2f
1892365,2020/9/2 17:15,50,55,2g
1904165,2020/9/2 17:15,67,45,2h
1915833,2020/9/2 17:15,58,49,2i
1927337,2020/9/2 17:15,75,22,2j
1938824,2020/9/2 17:15,166,54,2k
1950337,2020/9/2 17:15,34,62,2l
1961793,2020/9/2 17:15,24,28,2m
1973240,2020/9/2 17:15,17,20,2n
1984662,2020/9/2 17:15,34,18,2o
1996036,2020/9/2 17:15,51,28,2p
2007527,2020/9/2 17:15,135,103,2q
2019064,2020/9/2 17:15,25,16,2r
2030504,2020/9/2 17:15,27,22,2s
2041943,2020/9/2 17:15,47,47,2t
2053521,2020/9/2 17:15,144,162,2u
2065059,2020/9/2 17:15,23,28,2v
2076566,2020/9/2 17:15,20,33,2w
2088093,2020/9/2 17:15,39,42,2x
1344524,2020/9/2 17:30,45,93,1a
1356110,2020/9/2 17:30,26,55,1b
1367799,2020/9/2 17:30,37,45,1c
1379534,2020/9/2 17:30,41,58,1d
1391470,2020/9/2 17:30,48,61,1e
1403325,2020/9/2 17:30,84,68,1f
1415111,2020/9/2 17:30,47,49,1g
1426758,2020/9/2 17:30,15,32,1h
1438474,2020/9/2 17:30,18,15,1i
1450240,2020/9/2 17:30,37,17,1j
1462199,2020/9/2 17:30,34,27,1k
1473920,2020/9/2 17:30,16,10,1l
1485610,2020/9/2 17:30,176,212,1m
1497264,2020/9/2 17:30,44,52,1n
1508771,2020/9/2 17:30,141,24,1o
1520379,2020/9/2 17:30,165,104,1p
1531992,2020/9/2 17:30,22,18,1q
1543859,2020/9/2 17:30,23,31,1r
1555565,2020/9/2 17:30,42,29,1s
1567424,2020/9/2 17:30,66,57,1t
1822668,2020/9/2 17:30,16,32,2a
1834055,2020/9/2 17:30,98,37,2b
1845640,2020/9/2 17:30,51,26,2c
1857188,2020/9/2 17:30,77,19,2d
1868903,2020/9/2 17:30,57,32,2e
1880649,2020/9/2 17:30,84,33,2f
1892366,2020/9/2 17:30,57,54,2g
1904166,2020/9/2 17:30,58,48,2h
1915834,2020/9/2 17:30,53,47,2i
1927338,2020/9/2 17:30,44,26,2j
1938825,2020/9/2 17:30,159,17,2k
1950338,2020/9/2 17:30,28,66,2l
1961794,2020/9/2 17:30,30,21,2m
1973241,2020/9/2 17:30,19,20,2n
1984663,2020/9/2 17:30,31,19,2o
1996037,2020/9/2 17:30,52,28,2p
2007528,2020/9/2 17:30,132,103,2q
2019065,2020/9/2 17:30,17,20,2r
2030505,2020/9/2 17:30,27,29,2s
2041944,2020/9/2 17:30,41,50,2t
2053522,2020/9/2 17:30,192,99,2u
2065060,2020/9/2 17:30,24,35,2v
2076567,2020/9/2 17:30,20,31,2w
2088094,2020/9/2 17:30,37,54,2x
1344525,2020/9/2 17:45,50,121,1a
1356111,2020/9/2 17:45,30,62,1b
1367800,2020/9/2 17:45,36,42,1c
1379535,2020/9/2 17:45,43,52,1d
1391471,2020/9/2 17:45,52,63,1e
1403326,2020/9/2 17:45,71,71,1f
1415112,2020/9/2 17:45,43,48,1g
1426759,2020/9/2 17:45,15,18,1h
1438475,2020/9/2 17:45,17,22,1i
1450241,2020/9/2 17:45,30,25,1j
1462200,2020/9/2 17:45,33,29,1k
1473921,2020/9/2 17:45,18,12,1l
1485611,2020/9/2 17:45,135,101,1m
1497265,2020/9/2 17:45,33,15,1n
1508772,2020/9/2 17:45,94,25,1o
1520380,2020/9/2 17:45,158,96,1p
1531993,2020/9/2 17:45,22,20,1q
1543860,2020/9/2 17:45,19,13,1r
1555566,2020/9/2 17:45,56,25,1s
1567425,2020/9/2 17:45,68,88,1t
1822669,2020/9/2 17:45,19,34,2a
1834056,2020/9/2 17:45,61,32,2b
1845641,2020/9/2 17:45,54,57,2c
1857189,2020/9/2 17:45,68,20,2d
1868904,2020/9/2 17:45,64,33,2e
1880650,2020/9/2 17:45,80,33,2f
1892367,2020/9/2 17:45,63,44,2g
1904167,2020/9/2 17:45,55,53,2h
1915835,2020/9/2 17:45,55,49,2i
1927339,2020/9/2 17:45,34,23,2j
1938826,2020/9/2 17:45,124,17,2k
1950339,2020/9/2 17:45,27,63,2l
1961795,2020/9/2 17:45,23,29,2m
1973242,2020/9/2 17:45,17,23,2n
1984664,2020/9/2 17:45,36,22,2o
1996038,2020/9/2 17:45,41,34,2p
2007529,2020/9/2 17:45,113,86,2q
2019066,2020/9/2 17:45,16,18,2r
2030506,2020/9/2 17:45,22,26,2s
2041945,2020/9/2 17:45,40,47,2t
2053523,2020/9/2 17:45,180,100,2u
2065061,2020/9/2 17:45,25,29,2v
2076568,2020/9/2 17:45,18,33,2w
2088095,2020/9/2 17:45,41,50,2x
1344526,2020/9/2 18:00,48,95,1a
1356112,2020/9/2 18:00,34,43,1b
1367801,2020/9/2 18:00,35,41,1c
1379536,2020/9/2 18:00,37,68,1d
1391472,2020/9/2 18:00,56,74,1e
1403327,2020/9/2 18:00,88,66,1f
1415113,2020/9/2 18:00,48,46,1g
1426760,2020/9/2 18:00,16,14,1h
1438476,2020/9/2 18:00,19,19,1i
1450242,2020/9/2 18:00,36,22,1j
1462201,2020/9/2 18:00,34,21,1k
1473922,2020/9/2 18:00,21,7,1l
1485612,2020/9/2 18:00,180,103,1m
1497266,2020/9/2 18:00,29,23,1n
1508773,2020/9/2 18:00,60,24,1o
1520381,2020/9/2 18:00,157,85,1p
1531994,2020/9/2 18:00,21,18,1q
1543861,2020/9/2 18:00,21,15,1r
1555567,2020/9/2 18:00,51,34,1s
1567426,2020/9/2 18:00,70,55,1t
1822670,2020/9/2 18:00,19,39,2a
1834057,2020/9/2 18:00,61,33,2b
1845642,2020/9/2 18:00,42,26,2c
1857190,2020/9/2 18:00,62,22,2d
1868905,2020/9/2 18:00,55,28,2e
1880651,2020/9/2 18:00,104,82,2f
1892368,2020/9/2 18:00,52,51,2g
1904168,2020/9/2 18:00,72,50,2h
1915836,2020/9/2 18:00,60,55,2i
1927340,2020/9/2 18:00,39,26,2j
1938827,2020/9/2 18:00,116,56,2k
1950340,2020/9/2 18:00,31,81,2l
1961796,2020/9/2 18:00,27,22,2m
1973243,2020/9/2 18:00,25,26,2n
1984665,2020/9/2 18:00,31,22,2o
1996039,2020/9/2 18:00,48,29,2p
2007530,2020/9/2 18:00,128,91,2q
2019067,2020/9/2 18:00,20,20,2r
2030507,2020/9/2 18:00,27,20,2s
2041946,2020/9/2 18:00,40,40,2t
2053524,2020/9/2 18:00,138,96,2u
2065062,2020/9/2 18:00,21,43,2v
2076569,2020/9/2 18:00,21,34,2w
2088096,2020/9/2 18:00,41,47,2x
1344527,2020/9/2 18:15,46,92,1a
1356113,2020/9/2 18:15,29,51,1b
1367802,2020/9/2 18:15,42,57,1c
1379537,2020/9/2 18:15,39,59,1d
1391473,2020/9/2 18:15,50,61,1e
1403328,2020/9/2 18:15,78,59,1f
1415114,2020/9/2 18:15,38,37,1g
1426761,2020/9/2 18:15,19,13,1h
1438477,2020/9/2 18:15,19,14,1i
1450243,2020/9/2 18:15,26,18,1j
1462202,2020/9/2 18:15,32,21,1k
1473923,2020/9/2 18:15,16,11,1l
1485613,2020/9/2 18:15,148,112,1m
1497267,2020/9/2 18:15,33,27,1n
1508774,2020/9/2 18:15,54,22,1o
1520382,2020/9/2 18:15,161,65,1p
1531995,2020/9/2 18:15,28,10,1q
1543862,2020/9/2 18:15,26,11,1r
1555568,2020/9/2 18:15,58,29,1s
1567427,2020/9/2 18:15,77,56,1t
1822671,2020/9/2 18:15,18,38,2a
1834058,2020/9/2 18:15,61,35,2b
1845643,2020/9/2 18:15,42,23,2c
1857191,2020/9/2 18:15,55,16,2d
1868906,2020/9/2 18:15,55,28,2e
1880652,2020/9/2 18:15,113,65,2f
1892369,2020/9/2 18:15,58,47,2g
1904169,2020/9/2 18:15,62,43,2h
1915837,2020/9/2 18:15,58,49,2i
1927341,2020/9/2 18:15,36,22,2j
1938828,2020/9/2 18:15,87,19,2k
1950341,2020/9/2 18:15,24,53,2l
1961797,2020/9/2 18:15,25,25,2m
1973244,2020/9/2 18:15,18,25,2n
1984666,2020/9/2 18:15,33,15,2o
1996040,2020/9/2 18:15,44,31,2p
2007531,2020/9/2 18:15,133,82,2q
2019068,2020/9/2 18:15,20,17,2r
2030508,2020/9/2 18:15,23,21,2s
2041947,2020/9/2 18:15,44,47,2t
2053525,2020/9/2 18:15,187,89,2u
2065063,2020/9/2 18:15,26,38,2v
2076570,2020/9/2 18:15,17,29,2w
2088097,2020/9/2 18:15,37,40,2x
1344528,2020/9/2 18:30,45,87,1a
1356114,2020/9/2 18:30,27,50,1b
1367803,2020/9/2 18:30,38,62,1c
1379538,2020/9/2 18:30,30,57,1d
1391474,2020/9/2 18:30,48,68,1e
1403329,2020/9/2 18:30,69,85,1f
1415115,2020/9/2 18:30,36,39,1g
1426762,2020/9/2 18:30,16,10,1h
1438478,2020/9/2 18:30,21,11,1i
1450244,2020/9/2 18:30,15,11,1j
1462203,2020/9/2 18:30,21,25,1k
1473924,2020/9/2 18:30,14,7,1l
1485614,2020/9/2 18:30,123,75,1m
1497268,2020/9/2 18:30,18,35,1n
1508775,2020/9/2 18:30,36,24,1o
1520383,2020/9/2 18:30,126,77,1p
1531996,2020/9/2 18:30,15,39,1q
1543863,2020/9/2 18:30,24,28,1r
1555569,2020/9/2 18:30,47,22,1s
1567428,2020/9/2 18:30,63,55,1t
1822672,2020/9/2 18:30,16,31,2a
1834059,2020/9/2 18:30,56,38,2b
1845644,2020/9/2 18:30,34,33,2c
1857192,2020/9/2 18:30,61,16,2d
1868907,2020/9/2 18:30,43,19,2e
1880653,2020/9/2 18:30,89,29,2f
1892370,2020/9/2 18:30,54,41,2g
1904170,2020/9/2 18:30,66,40,2h
1915838,2020/9/2 18:30,52,56,2i
1927342,2020/9/2 18:30,26,15,2j
1938829,2020/9/2 18:30,63,20,2k
1950342,2020/9/2 18:30,30,49,2l
1961798,2020/9/2 18:30,23,25,2m
1973245,2020/9/2 18:30,20,18,2n
1984667,2020/9/2 18:30,27,16,2o
1996041,2020/9/2 18:30,43,26,2p
2007532,2020/9/2 18:30,118,72,2q
2019069,2020/9/2 18:30,14,15,2r
2030509,2020/9/2 18:30,20,22,2s
2041948,2020/9/2 18:30,46,47,2t
2053526,2020/9/2 18:30,157,89,2u
2065064,2020/9/2 18:30,22,45,2v
2076571,2020/9/2 18:30,19,38,2w
2088098,2020/9/2 18:30,37,43,2x
1344529,2020/9/2 18:45,31,124,1a
1356115,2020/9/2 18:45,22,48,1b
1367804,2020/9/2 18:45,35,51,1c
